,Market_Segment,Vertical_Market,Region,Net_Price,buys_both
4392,SMB,Unknown,GEO_1,4.058446226,0
4393,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.058387805,0
4394,COMMERCIAL,Professional Services,GEO_2,4.058304296499999,1
4395,PUBLIC SECTOR,Government,GEO_2,4.057460677,1
4396,COMMERCIAL,Retail,GEO_2,4.057437179333333,1
4397,COMMERCIAL,Health Care,GEO_2,4.0573676286666664,1
4398,COMMERCIAL,WholeSale/Distribution,GEO_1,4.0571266993999995,1
4399,PUBLIC SECTOR,Government,GEO_2,4.0570008045,1
4400,COMMERCIAL,Financial Services,GEO_2,4.056975734,1
4401,PUBLIC SECTOR,Unknown,GEO_1,4.056877977,0
4402,SMB,Manufacturing,GEO_2,4.056475746,0
4403,PUBLIC SECTOR,Government,GEO_1,4.056438468,0
4404,ENTERPRISE,Manufacturing,GEO_1,4.05632846325,1
4405,COMMERCIAL,Financial Services,GEO_2,4.056323363571429,1
4406,COMMERCIAL,Manufacturing,GEO_3,4.056293219,0
4407,COMMERCIAL,Financial Services,GEO_2,4.0562688655,0
4408,COMMERCIAL,Manufacturing,GEO_2,4.0561502195,0
4409,SMB,WholeSale/Distribution,GEO_2,4.055985602,1
4410,COMMERCIAL,Professional Services,GEO_2,4.0559689063999995,1
4411,SMB,Manufacturing,GEO_2,4.055617367,0
4412,COMMERCIAL,Retail,GEO_2,4.0554408403333335,1
4413,COMMERCIAL,Professional Services,GEO_3,4.055388929,1
4414,COMMERCIAL,Professional Services,GEO_1,4.055172611000001,1
4415,COMMERCIAL,Retail,GEO_2,4.0551448813999995,1
4416,ENTERPRISE,Financial Services,GEO_2,4.0546574196666665,1
4417,PUBLIC SECTOR,Retail,GEO_2,4.054623643,1
4418,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.054535986,0
4419,PUBLIC SECTOR,Government,GEO_2,4.054535986,0
4420,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.054535986,0
4421,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.054535986,0
4422,PUBLIC SECTOR,Government,GEO_3,4.054497502,0
4423,ENTERPRISE,Technical Services,GEO_3,4.054460182,0
4424,COMMERCIAL,Professional Services,GEO_1,4.054428953166667,1
4425,SMB,Professional Services,GEO_2,4.0541044905,1
4426,COMMERCIAL,Professional Services,GEO_1,4.0539453315,0
4427,COMMERCIAL,Professional Services,GEO_2,4.053708716,0
4428,SMB,Service Provider,GEO_3,4.053631568,0
4429,PUBLIC SECTOR,Transportation,GEO_2,4.0536280155,0
4430,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.0536270465,0
4431,PUBLIC SECTOR,Government,GEO_1,4.053331228333334,1
4432,COMMERCIAL,Unknown,GEO_3,4.053268001666667,1
4433,COMMERCIAL,Financial Services,GEO_2,4.052831419,0
4434,COMMERCIAL,Financial Services,GEO_2,4.052792978,0
4435,ENTERPRISE,Financial Services,GEO_3,4.052560937,0
4436,PUBLIC SECTOR,Education- Public/Private,GEO_1,4.052365115,0
4437,COMMERCIAL,Manufacturing,GEO_2,4.052365115,0
4438,COMMERCIAL,Professional Services,GEO_2,4.052365115,0
4439,COMMERCIAL,Unknown,GEO_3,4.052365115,0
4440,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.052365115,0
4441,COMMERCIAL,Financial Services,GEO_2,4.052365115,0
4442,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.052365115,0
4443,COMMERCIAL,Media/Entertainment,GEO_2,4.052361486,0
4444,COMMERCIAL,Retail,GEO_2,4.052361486,0
4445,COMMERCIAL,Technical Services,GEO_2,4.052361486,0
4446,PUBLIC SECTOR,Government,GEO_2,4.052361486,0
4447,SMB,Unknown,GEO_2,4.052361486,0
4448,SMB,Technical Services,GEO_1,4.052361486,0
4449,SMB,Manufacturing,GEO_2,4.052361486,0
4450,PUBLIC SECTOR,Government,GEO_2,4.052110140625,1
4451,PUBLIC SECTOR,Professional Services,GEO_2,4.05205329875,1
4452,PUBLIC SECTOR,Government,GEO_1,4.051718995,0
4453,COMMERCIAL,Energy/Utilities,GEO_2,4.0516208965,0
4454,COMMERCIAL,Unknown,GEO_1,4.05152643,0
4455,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.051224465000001,0
4456,PUBLIC SECTOR,Unknown,GEO_1,4.050982818,1
4457,COMMERCIAL,Technical Services,GEO_2,4.050814756,0
4458,COMMERCIAL,Service Provider,GEO_2,4.050739345,0
4459,COMMERCIAL,Health Care,GEO_2,4.0506475250000005,1
4460,COMMERCIAL,Professional Services,GEO_2,4.050035777333334,1
4461,COMMERCIAL,Manufacturing,GEO_1,4.050001031,0
4462,SMB,Media/Entertainment,GEO_2,4.0492153285,1
4463,PUBLIC SECTOR,Professional Services,GEO_2,4.0491048925,0
4464,OTHER,Professional Services,GEO_2,4.049070054,1
4465,COMMERCIAL,Professional Services,GEO_1,4.049038810333333,1
4466,PUBLIC SECTOR,Professional Services,GEO_1,4.0489643085,0
4467,COMMERCIAL,Financial Services,GEO_1,4.0488960663333335,0
4468,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.048642445,0
4469,COMMERCIAL,Professional Services,GEO_2,4.048555681,1
4470,COMMERCIAL,Financial Services,GEO_3,4.048292108,0
4471,COMMERCIAL,Technical Services,GEO_1,4.04820911,0
4472,COMMERCIAL,Manufacturing,GEO_2,4.0481549422,1
4473,SMB,Financial Services,GEO_2,4.0478551685,1
4474,ENTERPRISE,Technical Services,GEO_2,4.0476040654,1
4475,COMMERCIAL,Unknown,GEO_2,4.047164038,0
4476,SMB,WholeSale/Distribution,GEO_2,4.047030902,0
4477,COMMERCIAL,Health Care,GEO_2,4.047006297,0
4478,COMMERCIAL,Professional Services,GEO_2,4.046879791333333,1
4479,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.046627897,0
4480,SERVICE PROVIDER,Financial Services,GEO_1,4.046610744,0
4481,ENTERPRISE,Manufacturing,GEO_1,4.046587662,0
4482,SMB,Service Provider,GEO_3,4.046303737,0
4483,COMMERCIAL,Health Care,GEO_2,4.0462001761428565,1
4484,SMB,Retail,GEO_2,4.045867161666667,1
4485,SERVICE PROVIDER,Technical Services,GEO_2,4.045708390666666,1
4486,COMMERCIAL,Financial Services,GEO_1,4.045585538,0
4487,COMMERCIAL,WholeSale/Distribution,GEO_2,4.045470954,1
4488,COMMERCIAL,Hospitality/Hotels & Leisure,GEO_2,4.04536849,1
4489,SMB,Professional Services,GEO_2,4.045230226,0
4490,PUBLIC SECTOR,Government,GEO_2,4.045227769,0
4491,COMMERCIAL,Financial Services,GEO_1,4.0452210016666665,1
4492,COMMERCIAL,Manufacturing,GEO_2,4.044778567,0
4493,COMMERCIAL,Manufacturing,GEO_2,4.044509652,0
4494,COMMERCIAL,Manufacturing,GEO_1,4.04439018275,1
4495,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.044104161,0
4496,PUBLIC SECTOR,Government,GEO_2,4.044061214,0
4497,SMB,Professional Services,GEO_2,4.042931984,0
4498,COMMERCIAL,Professional Services,GEO_2,4.042633376,0
4499,COMMERCIAL,Energy/Utilities,GEO_2,4.0425778900000005,0
4500,COMMERCIAL,Manufacturing,GEO_1,4.042468987666667,1
4501,PUBLIC SECTOR,Government,GEO_2,4.0423877785,1
4502,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.042264188,0
4503,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.0420497065,1
4504,PUBLIC SECTOR,Government,GEO_2,4.041630125,0
4505,COMMERCIAL,WholeSale/Distribution,GEO_1,4.0416109680000005,0
4506,COMMERCIAL,WholeSale/Distribution,GEO_2,4.04158055,0
4507,COMMERCIAL,Health Care,GEO_2,4.041344992,0
4508,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.041344992,0
4509,ENTERPRISE,Energy/Utilities,GEO_1,4.041344992,0
4510,ENTERPRISE,Manufacturing,GEO_3,4.041344992,1
4511,PUBLIC SECTOR,Education- Public/Private,GEO_1,4.041344992,0
4512,PUBLIC SECTOR,Government,GEO_1,4.041344992,0
4513,PUBLIC SECTOR,Government,GEO_2,4.041344992,0
4514,COMMERCIAL,Professional Services,GEO_2,4.041344992,0
4515,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.041341712,1
4516,SMB,Technical Services,GEO_2,4.041110546,0
4517,COMMERCIAL,Professional Services,GEO_3,4.041007276,0
4518,SMB,Service Provider,GEO_3,4.040699519166666,1
4519,COMMERCIAL,Retail,GEO_2,4.040692917333334,1
4520,SERVICE PROVIDER,Manufacturing,GEO_3,4.040659903,0
4521,PUBLIC SECTOR,Financial Services,GEO_1,4.040492191,0
4522,SERVICE PROVIDER,Technical Services,GEO_3,4.04046438975,1
4523,PUBLIC SECTOR,Education- Public/Private,GEO_1,4.040103097,0
4524,ENTERPRISE,Unknown,GEO_2,4.03966255,1
4525,PUBLIC SECTOR,Education- Public/Private,GEO_1,4.0394925365,0
4526,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.0392010365,1
4527,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.039156129,1
4528,ENTERPRISE,Manufacturing,GEO_2,4.039100175333334,1
4529,COMMERCIAL,Professional Services,GEO_1,4.039054837666667,1
4530,PUBLIC SECTOR,Government,GEO_1,4.039022314,0
4531,COMMERCIAL,Retail,GEO_2,4.038958615333333,1
4532,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.038958615333333,1
4533,PUBLIC SECTOR,Government,GEO_3,4.038905035,0
4534,COMMERCIAL,Financial Services,GEO_2,4.038863865333334,1
4535,PUBLIC SECTOR,Government,GEO_2,4.0388235055,0
4536,COMMERCIAL,Professional Services,GEO_3,4.0387657612,1
4537,ENTERPRISE,Government,GEO_2,4.038691447,0
4538,COMMERCIAL,Manufacturing,GEO_2,4.038499968333333,1
4539,COMMERCIAL,WholeSale/Distribution,GEO_3,4.038231022,0
4540,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.038182692333334,1
4541,PUBLIC SECTOR,Government,GEO_1,4.038093701333334,0
4542,PUBLIC SECTOR,Government,GEO_2,4.038072801999999,1
4543,ENTERPRISE,WholeSale/Distribution,GEO_1,4.037756353,1
4544,COMMERCIAL,Retail,GEO_2,4.037729847,0
4545,PUBLIC SECTOR,Government,GEO_2,4.037459205833334,1
4546,SMB,Financial Services,GEO_2,4.037457969,1
4547,PUBLIC SECTOR,Professional Services,GEO_2,4.037430605,1
4548,PUBLIC SECTOR,Government,GEO_2,4.037319303333334,0
4549,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.037098873000001,1
4550,SMB,Technical Services,GEO_1,4.036908453666666,0
4551,COMMERCIAL,Government,GEO_3,4.036836155,0
4552,COMMERCIAL,Energy/Utilities,GEO_2,4.036629074,0
4553,PUBLIC SECTOR,Government,GEO_2,4.0363635868,1
4554,SERVICE PROVIDER,Government,GEO_3,4.036095596,0
4555,COMMERCIAL,Health Care,GEO_2,4.035797316333333,1
4556,COMMERCIAL,WholeSale/Distribution,GEO_2,4.0356702564999996,0
4557,COMMERCIAL,Retail,GEO_2,4.035491210333333,1
4558,COMMERCIAL,Professional Services,GEO_2,4.0352622945,1
4559,ENTERPRISE,Financial Services,GEO_1,4.0348483295,0
4560,COMMERCIAL,Financial Services,GEO_2,4.034797263875,1
4561,COMMERCIAL,WholeSale/Distribution,GEO_2,4.034793083,0
4562,COMMERCIAL,Financial Services,GEO_3,4.034779723,0
4563,PUBLIC SECTOR,Health Care,GEO_2,4.034596187,0
4564,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.034596187,0
4565,SMB,Technical Services,GEO_2,4.034596187,0
4566,SMB,Service Provider,GEO_2,4.034594925,0
4567,PUBLIC SECTOR,Government,GEO_1,4.0345120895,0
4568,COMMERCIAL,Financial Services,GEO_2,4.03449916825,1
4569,ENTERPRISE,Professional Services,GEO_1,4.034475280500001,0
4570,COMMERCIAL,Education- Public/Private,GEO_2,4.0343040955,1
4571,COMMERCIAL,Professional Services,GEO_1,4.034077130666667,1
4572,COMMERCIAL,Transportation,GEO_1,4.03407688,0
4573,COMMERCIAL,Retail,GEO_2,4.033895319,0
4574,ENTERPRISE,Energy/Utilities,GEO_1,4.033861254,0
4575,SMB,Retail,GEO_2,4.0335735,0
4576,PUBLIC SECTOR,Government,GEO_2,4.033505985333334,0
4577,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.033255959333333,1
4578,SMB,Professional Services,GEO_2,4.033144578333333,1
4579,COMMERCIAL,Professional Services,GEO_3,4.033133297,1
4580,COMMERCIAL,Transportation,GEO_2,4.033112912,1
4581,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.033069465,0
4582,COMMERCIAL,Manufacturing,GEO_2,4.0328819484,1
4583,COMMERCIAL,Technical Services,GEO_2,4.032873195142857,1
4584,SMB,Professional Services,GEO_2,4.032681609,1
4585,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.0326133330000005,1
4586,COMMERCIAL,Manufacturing,GEO_2,4.0324550915,1
4587,PUBLIC SECTOR,Education- Public/Private,GEO_3,4.032413523,1
4588,SMB,WholeSale/Distribution,GEO_2,4.031864496,0
4589,COMMERCIAL,WholeSale/Distribution,GEO_2,4.031851823,0
4590,SMB,Professional Services,GEO_2,4.031765621,0
4591,COMMERCIAL,Financial Services,GEO_2,4.031572881,0
4592,PUBLIC SECTOR,Professional Services,GEO_2,4.031235322714286,1
4593,COMMERCIAL,Manufacturing,GEO_3,4.031220139,0
4594,SMB,Financial Services,GEO_2,4.030920466,0
4595,ENTERPRISE,Manufacturing,GEO_1,4.0304808835,0
4596,SMB,Unknown,GEO_1,4.03041511175,1
4597,COMMERCIAL,Media/Entertainment,GEO_3,4.0302583814999995,0
4598,PUBLIC SECTOR,Government,GEO_1,4.0302314843,1
4599,PUBLIC SECTOR,Government,GEO_1,4.030134748,0
4600,PUBLIC SECTOR,Financial Services,GEO_2,4.029986722,0
4601,PUBLIC SECTOR,Government,GEO_2,4.029830503,0
4602,SMB,Technical Services,GEO_2,4.029773197,0
4603,COMMERCIAL,Professional Services,GEO_2,4.029427305666666,1
4604,COMMERCIAL,Financial Services,GEO_1,4.028936912,0
4605,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.028784428,1
4606,COMMERCIAL,Financial Services,GEO_1,4.028668193,0
4607,COMMERCIAL,WholeSale/Distribution,GEO_2,4.028239045142857,1
4608,SERVICE PROVIDER,Technical Services,GEO_2,4.02808495,0
4609,PUBLIC SECTOR,Government,GEO_1,4.027830441,0
4610,COMMERCIAL,Financial Services,GEO_2,4.027309452,0
4611,COMMERCIAL,Professional Services,GEO_2,4.0269958273999995,1
4612,SERVICE PROVIDER,Technical Services,GEO_2,4.026841692,0
4613,SMB,Transportation,GEO_2,4.026554240333334,1
4614,PUBLIC SECTOR,Unknown,GEO_1,4.026302104333333,1
4615,COMMERCIAL,Transportation,GEO_2,4.026156446,0
4616,COMMERCIAL,Unknown,GEO_2,4.026155901,0
4617,PUBLIC SECTOR,Professional Services,GEO_2,4.0261436425,1
4618,COMMERCIAL,Technical Services,GEO_2,4.026130761,0
4619,COMMERCIAL,Health Care,GEO_1,4.026128324,0
4620,PUBLIC SECTOR,Government,GEO_2,4.0259582605,1
4621,PUBLIC SECTOR,Professional Services,GEO_2,4.0258967315000005,0
4622,COMMERCIAL,Professional Services,GEO_2,4.025203667333334,1
4623,PUBLIC SECTOR,Government,GEO_2,4.025091205666667,0
4624,COMMERCIAL,Manufacturing,GEO_2,4.024916667,0
4625,ENTERPRISE,Hospitality/Hotels & Leisure,GEO_2,4.024717489,1
4626,COMMERCIAL,Professional Services,GEO_2,4.024363811000001,1
4627,ENTERPRISE,Unknown,GEO_1,4.0243612209999995,0
4628,SMB,Professional Services,GEO_2,4.02426836,0
4629,COMMERCIAL,Health Care,GEO_2,4.02426836,0
4630,SMB,Manufacturing,GEO_2,4.02426836,0
4631,SMB,Financial Services,GEO_2,4.02426836,0
4632,COMMERCIAL,Media/Entertainment,GEO_2,4.02426836,0
4633,PUBLIC SECTOR,Professional Services,GEO_2,4.0237906182000005,0
4634,COMMERCIAL,Service Provider,GEO_1,4.023575164,0
4635,COMMERCIAL,Financial Services,GEO_1,4.023544743333333,0
4636,COMMERCIAL,Professional Services,GEO_1,4.023500227,0
4637,SMB,Technical Services,GEO_2,4.02349506,0
4638,COMMERCIAL,Manufacturing,GEO_2,4.023109831,0
4639,PUBLIC SECTOR,Health Care,GEO_2,4.022845642272728,1
4640,COMMERCIAL,WholeSale/Distribution,GEO_2,4.022528759,0
4641,SMB,Manufacturing,GEO_2,4.022453641,0
4642,COMMERCIAL,Health Care,GEO_2,4.022383269454545,1
4643,PUBLIC SECTOR,Education- Public/Private,GEO_1,4.022333435833333,0
4644,PUBLIC SECTOR,Professional Services,GEO_1,4.022333168,0
4645,SERVICE PROVIDER,Professional Services,GEO_2,4.022176371,0
4646,SMB,Retail,GEO_2,4.0221282584999996,1
4647,PUBLIC SECTOR,Unknown,GEO_2,4.021858651333333,1
4648,COMMERCIAL,Manufacturing,GEO_2,4.0216688585,0
4649,COMMERCIAL,WholeSale/Distribution,GEO_1,4.021660229,0
4650,ENTERPRISE,WholeSale/Distribution,GEO_2,4.0215837435,1
4651,SMB,Transportation,GEO_2,4.021450160250001,1
4652,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.021388946,0
4653,PUBLIC SECTOR,Media/Entertainment,GEO_2,4.021346096,0
4654,SMB,Technical Services,GEO_2,4.021127886,0
4655,COMMERCIAL,Retail,GEO_1,4.020932717,1
4656,PUBLIC SECTOR,Government,GEO_1,4.020693131428572,0
4657,PUBLIC SECTOR,Government,GEO_2,4.020056516714286,1
4658,COMMERCIAL,Technical Services,GEO_2,4.019835862,0
4659,PUBLIC SECTOR,Energy/Utilities,GEO_2,4.019775919,0
4660,COMMERCIAL,Professional Services,GEO_2,4.019645575,0
4661,SMB,Manufacturing,GEO_2,4.0194841163333335,1
4662,SMB,Manufacturing,GEO_2,4.0192878620000005,1
4663,COMMERCIAL,Retail,GEO_2,4.019018749333333,1
4664,PUBLIC SECTOR,Financial Services,GEO_2,4.01892285225,0
4665,COMMERCIAL,Professional Services,GEO_2,4.018798496666666,1
4666,COMMERCIAL,Technical Services,GEO_2,4.018733104333333,0
4667,PUBLIC SECTOR,Professional Services,GEO_1,4.018517768,0
4668,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.0184304402999995,1
4669,COMMERCIAL,WholeSale/Distribution,GEO_1,4.018406657,0
4670,SMB,Financial Services,GEO_2,4.018309902,0
4671,COMMERCIAL,Transportation,GEO_2,4.018169388333334,1
4672,PUBLIC SECTOR,Government,GEO_2,4.017870291333334,1
4673,PUBLIC SECTOR,Government,GEO_2,4.017646786666667,1
4674,COMMERCIAL,Retail,GEO_2,4.017636722500001,0
4675,SMB,Manufacturing,GEO_2,4.017603429333334,1
4676,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.017603429333334,1
4677,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.017353705666666,1
4678,PUBLIC SECTOR,Government,GEO_1,4.017187040666667,1
4679,ENTERPRISE,Retail,GEO_2,4.0170791750833335,1
4680,COMMERCIAL,Retail,GEO_3,4.016956993,0
4681,SERVICE PROVIDER,Manufacturing,GEO_2,4.016880902,0
4682,PUBLIC SECTOR,Government,GEO_2,4.01654384525,0
4683,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.016494852166667,0
4684,SMB,Manufacturing,GEO_2,4.016353082666666,1
4685,SMB,Unknown,GEO_2,4.0162899865,0
4686,SMB,Manufacturing,GEO_2,4.016069357,0
4687,COMMERCIAL,Manufacturing,GEO_2,4.015881203,1
4688,PUBLIC SECTOR,Health Care,GEO_2,4.01582458,0
4689,COMMERCIAL,Health Care,GEO_2,4.015807704,0
4690,COMMERCIAL,Manufacturing,GEO_2,4.015569468,1
4691,PUBLIC SECTOR,Government,GEO_2,4.015467456272727,1
4692,COMMERCIAL,Hospitality/Hotels & Leisure,GEO_2,4.015442214,1
4693,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.0154382655,1
4694,COMMERCIAL,WholeSale/Distribution,GEO_2,4.0154224705,1
4695,COMMERCIAL,Technical Services,GEO_2,4.015335991,0
4696,COMMERCIAL,Professional Services,GEO_2,4.015208921666667,1
4697,ENTERPRISE,Manufacturing,GEO_2,4.01506003,0
4698,COMMERCIAL,Professional Services,GEO_1,4.0149136793333335,0
4699,COMMERCIAL,Professional Services,GEO_2,4.0146247585,1
4700,PUBLIC SECTOR,Government,GEO_3,4.014585807,0
4701,PUBLIC SECTOR,Government,GEO_2,4.014481274,0
4702,COMMERCIAL,Retail,GEO_2,4.014324875333333,1
4703,COMMERCIAL,Financial Services,GEO_1,4.014235880333334,1
4704,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.013808006666666,1
4705,SMB,Unknown,GEO_3,4.013646424,0
4706,COMMERCIAL,Technical Services,GEO_2,4.0133764696666665,1
4707,SMB,Technical Services,GEO_1,4.012981362,0
4708,PUBLIC SECTOR,Government,GEO_2,4.01293568575,1
4709,COMMERCIAL,WholeSale/Distribution,GEO_2,4.01280078,1
4710,COMMERCIAL,Manufacturing,GEO_2,4.01265004,1
4711,COMMERCIAL,Unknown,GEO_2,4.012503211,0
4712,COMMERCIAL,Unknown,GEO_1,4.0124181335,1
4713,PUBLIC SECTOR,Government,GEO_2,4.0124175765,0
4714,PUBLIC SECTOR,Unknown,GEO_2,4.012265928,1
4715,COMMERCIAL,Unknown,GEO_3,4.012008614,0
4716,COMMERCIAL,Manufacturing,GEO_2,4.011909096,0
4717,PUBLIC SECTOR,Government,GEO_2,4.011701442,0
4718,ENTERPRISE,Manufacturing,GEO_1,4.011399184666666,0
4719,SMB,Retail,GEO_2,4.0113823285,1
4720,PUBLIC SECTOR,Government,GEO_2,4.011371378,0
4721,COMMERCIAL,Health Care,GEO_2,4.011371378,0
4722,PUBLIC SECTOR,Government,GEO_2,4.011369975,0
4723,COMMERCIAL,Unknown,GEO_1,4.011324847428571,1
4724,COMMERCIAL,Manufacturing,GEO_2,4.011311508,0
4725,SMB,Professional Services,GEO_2,4.010998426333333,1
4726,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.010748295333333,1
4727,COMMERCIAL,Financial Services,GEO_3,4.010666247,0
4728,PUBLIC SECTOR,Government,GEO_2,4.010539685333334,1
4729,COMMERCIAL,Media/Entertainment,GEO_1,4.010460638,0
4730,SMB,Unknown,GEO_3,4.010293715,0
4731,COMMERCIAL,Financial Services,GEO_1,4.01024035525,1
4732,COMMERCIAL,WholeSale/Distribution,GEO_2,4.009983730333333,1
4733,COMMERCIAL,Manufacturing,GEO_1,4.009943256,0
4734,COMMERCIAL,Unknown,GEO_2,4.009905228,0
4735,COMMERCIAL,Manufacturing,GEO_2,4.009880817333333,1
4736,COMMERCIAL,WholeSale/Distribution,GEO_2,4.0096624455,0
4737,PUBLIC SECTOR,Government,GEO_2,4.009513794,0
4738,ENTERPRISE,Professional Services,GEO_1,4.00885169,0
4739,SMB,Professional Services,GEO_2,4.008832717,0
4740,PUBLIC SECTOR,Unknown,GEO_1,4.008800637,0
4741,PUBLIC SECTOR,Government,GEO_2,4.0087931506666665,1
4742,SMB,Technical Services,GEO_2,4.008673645,0
4743,PUBLIC SECTOR,Government,GEO_2,4.008652251,0
4744,PUBLIC SECTOR,Professional Services,GEO_1,4.00864981275,0
4745,SMB,Technical Services,GEO_2,4.008465936,1
4746,SMB,Financial Services,GEO_1,4.008399476,0
4747,COMMERCIAL,Professional Services,GEO_3,4.008352032666667,0
4748,COMMERCIAL,Unknown,GEO_1,4.007896163,0
4749,COMMERCIAL,Financial Services,GEO_2,4.007589509888889,1
4750,PUBLIC SECTOR,Government,GEO_2,4.007574594,0
4751,COMMERCIAL,Manufacturing,GEO_2,4.007574594,0
4752,ENTERPRISE,Financial Services,GEO_1,4.007376387,0
4753,COMMERCIAL,Professional Services,GEO_2,4.0072655665,1
4754,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.007180345,0
4755,PUBLIC SECTOR,Government,GEO_2,4.007108565,1
4756,PUBLIC SECTOR,Energy/Utilities,GEO_1,4.006697107,0
4757,COMMERCIAL,Health Care,GEO_2,4.006684849,1
4758,COMMERCIAL,Financial Services,GEO_1,4.006682331,0
4759,SMB,Financial Services,GEO_2,4.006500973,0
4760,COMMERCIAL,Manufacturing,GEO_2,4.006498286,0
4761,SMB,Financial Services,GEO_2,4.006498286,0
4762,COMMERCIAL,Financial Services,GEO_1,4.006498286,0
4763,SMB,Professional Services,GEO_2,4.006492361666667,1
4764,COMMERCIAL,Financial Services,GEO_2,4.0064246745,1
4765,COMMERCIAL,Financial Services,GEO_2,4.0064186645,0
4766,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.006330258,0
4767,COMMERCIAL,Technical Services,GEO_2,4.006185319,1
4768,PUBLIC SECTOR,Energy/Utilities,GEO_2,4.0060073229999995,0
4769,COMMERCIAL,Manufacturing,GEO_3,4.00597439,0
4770,COMMERCIAL,Professional Services,GEO_2,4.00564864625,1
4771,COMMERCIAL,Financial Services,GEO_2,4.005535206666667,0
4772,COMMERCIAL,Professional Services,GEO_2,4.004957281333334,1
4773,COMMERCIAL,Professional Services,GEO_2,4.004596923428571,1
4774,PUBLIC SECTOR,Financial Services,GEO_1,4.004041234,1
4775,COMMERCIAL,Manufacturing,GEO_1,4.003759283,0
4776,COMMERCIAL,Professional Services,GEO_2,4.0033918465,0
4777,COMMERCIAL,Retail,GEO_2,4.003342349333333,1
4778,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.003296296333334,1
4779,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.003198215,1
4780,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.003198215,1
4781,COMMERCIAL,Financial Services,GEO_1,4.0028874299999995,0
4782,PUBLIC SECTOR,Government,GEO_2,4.002659955666666,1
4783,SMB,Manufacturing,GEO_3,4.002542079,0
4784,SMB,WholeSale/Distribution,GEO_2,4.002179829666667,1
4785,COMMERCIAL,Unknown,GEO_2,4.002089391,1
4786,COMMERCIAL,Professional Services,GEO_2,4.001906878,1
4787,SMB,WholeSale/Distribution,GEO_2,4.001767848,1
4788,COMMERCIAL,WholeSale/Distribution,GEO_2,4.001240422,1
4789,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.0012105358,1
4790,ENTERPRISE,Manufacturing,GEO_2,4.001118362555555,1
4791,SERVICE PROVIDER,Technical Services,GEO_2,4.001058693,0
4792,PUBLIC SECTOR,Government,GEO_2,4.000983851,0
4793,PUBLIC SECTOR,Government,GEO_2,4.000847632,1
4794,COMMERCIAL,Professional Services,GEO_2,4.000726994833333,1
4795,COMMERCIAL,Education- Public/Private,GEO_2,4.000718404,0
4796,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.000535901999999,0
4797,PUBLIC SECTOR,Education- Public/Private,GEO_2,4.000243033333333,1
4798,PUBLIC SECTOR,Government,GEO_2,4.000159877333334,1
4799,SERVICE PROVIDER,Unknown,GEO_2,3.9999874464999996,1
4800,COMMERCIAL,Retail,GEO_2,3.9998796937999996,1
4801,COMMERCIAL,Professional Services,GEO_2,3.999857086,0
4802,COMMERCIAL,Health Care,GEO_2,3.999779283666667,1
4803,COMMERCIAL,Financial Services,GEO_1,3.99965089,0
4804,SERVICE PROVIDER,Manufacturing,GEO_3,3.999190988,0
4805,PUBLIC SECTOR,Education- Public/Private,GEO_2,3.99915583475,1
4806,PUBLIC SECTOR,Government,GEO_2,3.9989297199999996,1
4807,PUBLIC SECTOR,Government,GEO_2,3.9989015439999998,0
4808,PUBLIC SECTOR,Government,GEO_2,3.998431565,0
